index,Age,Sex,Location,Mortality,Year,Week,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±
511,Total,Total,Kyustendil,31,2020,23,55.0,46.0,39.0,44.0,40.0,44.8,5.7,1.96,5.0,39.8,49.8,-13.8,5.0,-30.8,7.0,44.8 (±5.0),-13.8 (±5.0),-30.8% (±7.0%)
512,Total,Total,Yuzhen tsentralen,392,2020,23,389.0,353.0,362.0,397.0,365.0,373.2,16.8,1.96,14.7,358.5,387.9,18.8,14.7,5.0,3.9,373.2 (±14.7),18.8 (±14.7),5.0% (±3.9%)
513,Total,Total,Plovdiv,161,2020,23,189.0,161.0,149.0,170.0,182.0,170.2,14.3,1.96,12.5,157.7,182.7,-9.2,12.5,-5.4,6.5,170.2 (±12.5),-9.2 (±12.5),-5.4% (±6.5%)
514,Total,Total,Haskovo,71,2020,23,65.0,62.0,81.0,73.0,49.0,66.0,10.8,1.96,9.5,56.5,75.5,5.0,9.5,7.6,13.6,66.0 (±9.5),5.0 (±9.5),7.6% (±13.6%)
515,Total,Total,Pazardzhik,85,2020,23,68.0,66.0,60.0,78.0,57.0,65.8,7.3,1.96,6.4,59.4,72.2,19.2,6.4,29.2,11.5,65.8 (±6.4),19.2 (±6.4),29.2% (±11.5%)
516,Total,Total,Smolyan,33,2020,23,29.0,26.0,36.0,38.0,35.0,32.8,4.5,1.96,3.9,28.9,36.699999999999996,0.2,3.9,0.6,10.7,32.8 (±3.9),0.2 (±3.9),0.6% (±10.7%)
517,Total,Total,Kardzhali,42,2020,23,38.0,38.0,36.0,38.0,42.0,38.4,2.0,1.96,1.8,36.6,40.199999999999996,3.6,1.8,9.4,4.9,38.4 (±1.8),3.6 (±1.8),9.4% (±4.9%)
518,Total,Total,Bulgaria,1949,2020,24,1980.0,2012.0,1917.0,1771.0,1992.0,1934.4,87.7,1.96,76.9,1857.5,2011.3000000000002,14.6,76.9,0.8,3.9,1934.4 (±76.9),14.6 (±76.9),0.8% (±3.9%)
519,Total,Total,Severna i yugoiztochna Bulgaria,1056,2020,24,1051.0,1083.0,1008.0,971.0,1060.0,1034.6,40.0,1.96,35.1,999.4999999999999,1069.6999999999998,21.4,35.1,2.1,3.4,1034.6 (±35.1),21.4 (±35.1),2.1% (±3.4%)
520,Total,Total,Severozapaden,268,2020,24,272.0,272.0,269.0,259.0,296.0,273.6,12.2,1.96,10.7,262.90000000000003,284.3,-5.6,10.7,-2.0,3.7,273.6 (±10.7),-5.6 (±10.7),-2.0% (±3.7%)
521,Total,Total,Vidin,41,2020,24,37.0,33.0,30.0,39.0,42.0,36.2,4.3,1.96,3.8,32.400000000000006,40.0,4.8,3.8,13.3,10.8,36.2 (±3.8),4.8 (±3.8),13.3% (±10.8%)
522,Total,Total,Montana,54,2020,24,46.0,32.0,42.0,45.0,48.0,42.6,5.6,1.96,4.9,37.7,47.5,11.4,4.9,26.8,13.1,42.6 (±4.9),11.4 (±4.9),26.8% (±13.1%)
523,Total,Total,Vratsa,45,2020,24,71.0,63.0,60.0,51.0,62.0,61.4,6.4,1.96,5.6,55.8,67.0,-16.4,5.6,-26.7,6.1,61.4 (±5.6),-16.4 (±5.6),-26.7% (±6.1%)
524,Total,Total,Pleven,82,2020,24,75.0,97.0,76.0,76.0,95.0,83.8,10.0,1.96,8.8,75.0,92.6,-1.8,8.8,-2.1,9.3,83.8 (±8.8),-1.8 (±8.8),-2.1% (±9.3%)
525,Total,Total,Lovech,46,2020,24,43.0,47.0,61.0,48.0,49.0,49.6,6.1,1.96,5.3,44.300000000000004,54.9,-3.6,5.3,-7.3,8.9,49.6 (±5.3),-3.6 (±5.3),-7.3% (±8.9%)
526,Total,Total,Severen tsentralen,269,2020,24,250.0,300.0,226.0,250.0,229.0,251.0,26.5,1.96,23.2,227.8,274.2,18.0,23.2,7.2,9.1,251.0 (±23.2),18.0 (±23.2),7.2% (±9.1%)
527,Total,Total,Veliko Tarnovo,62,2020,24,69.0,100.0,84.0,80.0,74.0,81.4,10.6,1.96,9.3,72.10000000000001,90.7,-19.4,9.3,-23.8,7.8,81.4 (±9.3),-19.4 (±9.3),-23.8% (±7.8%)
528,Total,Total,Gabrovo,43,2020,24,34.0,55.0,31.0,34.0,27.0,36.2,9.7,1.96,8.5,27.700000000000003,44.7,6.8,8.5,18.8,22.6,36.2 (±8.5),6.8 (±8.5),18.8% (±22.6%)
529,Total,Total,Ruse,75,2020,24,55.0,75.0,68.0,70.0,61.0,65.8,7.0,1.96,6.1,59.699999999999996,71.89999999999999,9.2,6.1,14.0,9.7,65.8 (±6.1),9.2 (±6.1),14.0% (±9.7%)
530,Total,Total,Razgrad,40,2020,24,44.0,42.0,24.0,42.0,40.0,38.4,7.3,1.96,6.4,32.0,44.8,1.6,6.4,4.2,14.9,38.4 (±6.4),1.6 (±6.4),4.2% (±14.9%)
531,Total,Total,Silistra,49,2020,24,48.0,28.0,19.0,24.0,27.0,29.2,9.9,1.96,8.7,20.5,37.9,19.8,8.7,67.8,38.5,29.2 (±8.7),19.8 (±8.7),67.8% (±38.5%)
532,Total,Total,Severoiztochen,250,2020,24,235.0,240.0,233.0,212.0,256.0,235.2,14.1,1.96,12.4,222.79999999999998,247.6,14.8,12.4,6.3,5.3,235.2 (±12.4),14.8 (±12.4),6.3% (±5.3%)
533,Total,Total,Varna,105,2020,24,109.0,103.0,116.0,91.0,106.0,105.0,8.2,1.96,7.2,97.8,112.2,0.0,7.2,0.0,6.4,105.0 (±7.2),0.0 (±7.2),0.0% (±6.4%)
534,Total,Total,Dobrich,63,2020,24,45.0,63.0,46.0,49.0,68.0,54.2,9.5,1.96,8.3,45.900000000000006,62.5,8.8,8.3,16.2,15.4,54.2 (±8.3),8.8 (±8.3),16.2% (±15.4%)
535,Total,Total,Shumen,45,2020,24,48.0,47.0,46.0,42.0,45.0,45.6,2.1,1.96,1.8,43.800000000000004,47.4,-0.6,1.8,-1.3,3.8,45.6 (±1.8),-0.6 (±1.8),-1.3% (±3.8%)
536,Total,Total,Targovishte,37,2020,24,33.0,27.0,25.0,30.0,37.0,30.4,4.3,1.96,3.8,26.599999999999998,34.199999999999996,6.6,3.8,21.7,13.5,30.4 (±3.8),6.6 (±3.8),21.7% (±13.5%)
537,Total,Total,Yugoiztochen,269,2020,24,294.0,271.0,280.0,250.0,279.0,274.8,14.4,1.96,12.6,262.2,287.40000000000003,-5.8,12.6,-2.1,4.3,274.8 (±12.6),-5.8 (±12.6),-2.1% (±4.3%)
538,Total,Total,Burgas,98,2020,24,103.0,91.0,97.0,97.0,82.0,94.0,7.1,1.96,6.2,87.8,100.2,4.0,6.2,4.3,6.5,94.0 (±6.2),4.0 (±6.2),4.3% (±6.5%)
539,Total,Total,Sliven,45,2020,24,59.0,49.0,50.0,54.0,55.0,53.4,3.6,1.96,3.2,50.199999999999996,56.6,-8.4,3.2,-15.7,4.8,53.4 (±3.2),-8.4 (±3.2),-15.7% (±4.8%)
540,Total,Total,Yambol,47,2020,24,38.0,37.0,27.0,31.0,39.0,34.4,4.6,1.96,4.0,30.4,38.4,12.6,4.0,36.6,14.2,34.4 (±4.0),12.6 (±4.0),36.6% (±14.2%)
541,Total,Total,Stara Zagora,79,2020,24,94.0,94.0,106.0,68.0,103.0,93.0,13.4,1.96,11.7,81.3,104.7,-14.0,11.7,-15.1,9.4,93.0 (±11.7),-14.0 (±11.7),-15.1% (±9.4%)
542,Total,Total,Yugozapadna i yuzhna tsentralna Bulgaria,893,2020,24,929.0,929.0,909.0,800.0,932.0,899.8,50.6,1.96,44.4,855.4,944.1999999999999,-6.8,44.4,-0.8,4.6,899.8 (±44.4),-6.8 (±44.4),-0.8% (±4.6%)
543,Total,Total,Yugozapaden,526,2020,24,524.0,539.0,506.0,435.0,541.0,509.0,39.1,1.96,34.3,474.7,543.3,17.0,34.3,3.3,6.5,509.0 (±34.3),17.0 (±34.3),3.3% (±6.5%)
544,Total,Total,Sofia (stolitsa),291,2020,24,275.0,273.0,273.0,235.0,325.0,276.2,28.6,1.96,25.1,251.1,301.3,14.8,25.1,5.4,8.8,276.2 (±25.1),14.8 (±25.1),5.4% (±8.8%)
545,Total,Total,Sofia,78,2020,24,91.0,80.0,76.0,59.0,61.0,73.4,12.0,1.96,10.5,62.900000000000006,83.9,4.6,10.5,6.3,13.3,73.4 (±10.5),4.6 (±10.5),6.3% (±13.3%)
546,Total,Total,Blagoevgrad,71,2020,24,66.0,86.0,66.0,57.0,75.0,70.0,9.8,1.96,8.6,61.4,78.6,1.0,8.6,1.4,11.1,70.0 (±8.6),1.0 (±8.6),1.4% (±11.1%)
547,Total,Total,Pernik,39,2020,24,38.0,54.0,51.0,39.0,39.0,44.2,6.9,1.96,6.0,38.2,50.2,-5.2,6.0,-11.8,10.5,44.2 (±6.0),-5.2 (±6.0),-11.8% (±10.5%)
548,Total,Total,Kyustendil,47,2020,24,54.0,46.0,40.0,45.0,41.0,45.2,5.0,1.96,4.4,40.800000000000004,49.6,1.8,4.4,4.0,9.2,45.2 (±4.4),1.8 (±4.4),4.0% (±9.2%)
549,Total,Total,Yuzhen tsentralen,367,2020,24,405.0,390.0,403.0,365.0,391.0,390.8,14.3,1.96,12.5,378.3,403.3,-23.8,12.5,-6.1,2.9,390.8 (±12.5),-23.8 (±12.5),-6.1% (±2.9%)
550,Total,Total,Plovdiv,167,2020,24,193.0,186.0,173.0,172.0,182.0,181.2,7.9,1.96,6.9,174.29999999999998,188.1,-14.2,6.9,-7.8,3.4,181.2 (±6.9),-14.2 (±6.9),-7.8% (±3.4%)
551,Total,Total,Haskovo,64,2020,24,69.0,65.0,84.0,71.0,63.0,70.4,7.4,1.96,6.5,63.900000000000006,76.9,-6.4,6.5,-9.1,7.7,70.4 (±6.5),-6.4 (±6.5),-9.1% (±7.7%)
552,Total,Total,Pazardzhik,57,2020,24,77.0,81.0,77.0,65.0,80.0,76.0,5.7,1.96,5.0,71.0,81.0,-19.0,5.0,-25.0,4.6,76.0 (±5.0),-19.0 (±5.0),-25.0% (±4.6%)
553,Total,Total,Smolyan,32,2020,24,33.0,25.0,27.0,25.0,36.0,29.2,4.5,1.96,3.9,25.3,33.1,2.8,3.9,9.6,12.9,29.2 (±3.9),2.8 (±3.9),9.6% (±12.9%)
554,Total,Total,Kardzhali,47,2020,24,33.0,33.0,42.0,32.0,30.0,34.0,4.1,1.96,3.6,30.4,37.6,13.0,3.6,38.2,13.2,34.0 (±3.6),13.0 (±3.6),38.2% (±13.2%)
555,Total,Total,Bulgaria,1929,2020,25,1904.0,2143.0,1957.0,1777.0,2027.0,1961.6,122.1,1.96,107.0,1854.6,2068.6,-32.6,107.0,-1.7,5.0,1961.6 (±107.0),-32.6 (±107.0),-1.7% (±5.0%)
556,Total,Total,Severna i yugoiztochna Bulgaria,1019,2020,25,1014.0,1157.0,1081.0,942.0,1132.0,1065.2,78.7,1.96,69.0,996.2,1134.2,-46.2,69.0,-4.3,5.9,1065.2 (±69.0),-46.2 (±69.0),-4.3% (±5.9%)
557,Total,Total,Severozapaden,281,2020,25,267.0,334.0,275.0,240.0,316.0,286.4,34.1,1.96,29.9,256.5,316.29999999999995,-5.4,29.9,-1.9,9.3,286.4 (±29.9),-5.4 (±29.9),-1.9% (±9.3%)
558,Total,Total,Vidin,28,2020,25,39.0,37.0,34.0,26.0,35.0,34.2,4.4,1.96,3.9,30.300000000000004,38.1,-6.2,3.9,-18.1,8.4,34.2 (±3.9),-6.2 (±3.9),-18.1% (±8.4%)
559,Total,Total,Montana,59,2020,25,49.0,52.0,51.0,46.0,63.0,52.2,5.8,1.96,5.1,47.1,57.300000000000004,6.8,5.1,13.0,10.0,52.2 (±5.1),6.8 (±5.1),13.0% (±10.0%)
560,Total,Total,Vratsa,66,2020,25,59.0,68.0,67.0,41.0,59.0,58.8,9.7,1.96,8.5,50.3,67.3,7.2,8.5,12.2,14.1,58.8 (±8.5),7.2 (±8.5),12.2% (±14.1%)
561,Total,Total,Pleven,90,2020,25,69.0,107.0,74.0,75.0,99.0,84.8,15.2,1.96,13.3,71.5,98.1,5.2,13.3,6.1,14.4,84.8 (±13.3),5.2 (±13.3),6.1% (±14.4%)
562,Total,Total,Lovech,38,2020,25,51.0,70.0,49.0,52.0,60.0,56.4,7.8,1.96,6.8,49.6,63.199999999999996,-18.4,6.8,-32.6,7.3,56.4 (±6.8),-18.4 (±6.8),-32.6% (±7.3%)
563,Total,Total,Severen tsentralen,209,2020,25,234.0,268.0,248.0,222.0,259.0,246.2,16.6,1.96,14.6,231.6,260.8,-37.2,14.6,-15.1,4.8,246.2 (±14.6),-37.2 (±14.6),-15.1% (±4.8%)
564,Total,Total,Veliko Tarnovo,61,2020,25,67.0,61.0,83.0,67.0,74.0,70.4,7.5,1.96,6.6,63.800000000000004,77.0,-9.4,6.6,-13.4,7.4,70.4 (±6.6),-9.4 (±6.6),-13.4% (±7.4%)
565,Total,Total,Gabrovo,37,2020,25,35.0,37.0,41.0,32.0,41.0,37.2,3.5,1.96,3.1,34.1,40.300000000000004,-0.2,3.1,-0.5,7.7,37.2 (±3.1),-0.2 (±3.1),-0.5% (±7.7%)
566,Total,Total,Ruse,54,2020,25,63.0,94.0,55.0,58.0,77.0,69.4,14.4,1.96,12.6,56.800000000000004,82.0,-15.4,12.6,-22.2,11.9,69.4 (±12.6),-15.4 (±12.6),-22.2% (±11.9%)
567,Total,Total,Razgrad,25,2020,25,38.0,36.0,38.0,39.0,33.0,36.8,2.1,1.96,1.8,35.0,38.599999999999994,-11.8,1.8,-32.1,3.1,36.8 (±1.8),-11.8 (±1.8),-32.1% (±3.1%)
568,Total,Total,Silistra,32,2020,25,31.0,40.0,31.0,26.0,34.0,32.4,4.6,1.96,4.0,28.4,36.4,-0.4,4.0,-1.2,10.9,32.4 (±4.0),-0.4 (±4.0),-1.2% (±10.9%)
569,Total,Total,Severoiztochen,207,2020,25,230.0,268.0,270.0,227.0,242.0,247.4,18.3,1.96,16.0,231.4,263.4,-40.4,16.0,-16.3,5.1,247.4 (±16.0),-40.4 (±16.0),-16.3% (±5.1%)
570,Total,Total,Varna,121,2020,25,103.0,130.0,108.0,100.0,115.0,111.2,10.7,1.96,9.4,101.8,120.60000000000001,9.8,9.4,8.8,8.5,111.2 (±9.4),9.8 (±9.4),8.8% (±8.5%)
571,Total,Total,Dobrich,27,2020,25,44.0,44.0,73.0,50.0,52.0,52.6,10.7,1.96,9.4,43.2,62.0,-25.6,9.4,-48.7,7.8,52.6 (±9.4),-25.6 (±9.4),-48.7% (±7.8%)
572,Total,Total,Shumen,32,2020,25,52.0,60.0,48.0,49.0,32.0,48.2,9.1,1.96,8.0,40.2,56.2,-16.2,8.0,-33.6,9.5,48.2 (±8.0),-16.2 (±8.0),-33.6% (±9.5%)
573,Total,Total,Targovishte,27,2020,25,31.0,34.0,41.0,28.0,43.0,35.4,5.7,1.96,5.0,30.4,40.4,-8.4,5.0,-23.7,9.5,35.4 (±5.0),-8.4 (±5.0),-23.7% (±9.5%)
574,Total,Total,Yugoiztochen,322,2020,25,283.0,287.0,288.0,253.0,315.0,285.2,19.7,1.96,17.3,267.9,302.5,36.8,17.3,12.9,6.5,285.2 (±17.3),36.8 (±17.3),12.9% (±6.5%)
575,Total,Total,Burgas,115,2020,25,101.0,99.0,100.0,70.0,108.0,95.6,13.2,1.96,11.6,84.0,107.19999999999999,19.4,11.6,20.3,13.0,95.6 (±11.6),19.4 (±11.6),20.3% (±13.0%)
576,Total,Total,Sliven,71,2020,25,43.0,57.0,52.0,57.0,55.0,52.8,5.2,1.96,4.6,48.199999999999996,57.4,18.2,4.6,34.5,10.8,52.8 (±4.6),18.2 (±4.6),34.5% (±10.8%)
577,Total,Total,Yambol,30,2020,25,46.0,38.0,35.0,41.0,36.0,39.2,4.0,1.96,3.5,35.7,42.7,-9.2,3.5,-23.5,6.2,39.2 (±3.5),-9.2 (±3.5),-23.5% (±6.2%)
578,Total,Total,Stara Zagora,106,2020,25,93.0,93.0,101.0,85.0,116.0,97.6,10.5,1.96,9.2,88.39999999999999,106.8,8.4,9.2,8.6,9.3,97.6 (±9.2),8.4 (±9.2),8.6% (±9.3%)
579,Total,Total,Yugozapadna i yuzhna tsentralna Bulgaria,910,2020,25,890.0,986.0,876.0,835.0,895.0,896.4,49.5,1.96,43.4,853.0,939.8,13.6,43.4,1.5,4.7,896.4 (±43.4),13.6 (±43.4),1.5% (±4.7%)
580,Total,Total,Yugozapaden,510,2020,25,490.0,573.0,494.0,463.0,509.0,505.8,36.7,1.96,32.2,473.6,538.0,4.2,32.2,0.8,6.0,505.8 (±32.2),4.2 (±32.2),0.8% (±6.0%)
581,Total,Total,Sofia (stolitsa),271,2020,25,270.0,282.0,255.0,265.0,265.0,267.4,8.8,1.96,7.7,259.7,275.09999999999997,3.6,7.7,1.3,2.8,267.4 (±7.7),3.6 (±7.7),1.3% (±2.8%)
582,Total,Total,Sofia,91,2020,25,65.0,73.0,84.0,59.0,78.0,71.8,8.9,1.96,7.8,64.0,79.6,19.2,7.8,26.7,12.4,71.8 (±7.8),19.2 (±7.8),26.7% (±12.4%)
583,Total,Total,Blagoevgrad,57,2020,25,69.0,100.0,75.0,61.0,68.0,74.6,13.5,1.96,11.8,62.8,86.39999999999999,-17.6,11.8,-23.6,10.4,74.6 (±11.8),-17.6 (±11.8),-23.6% (±10.4%)
584,Total,Total,Pernik,51,2020,25,42.0,56.0,40.0,40.0,50.0,45.6,6.4,1.96,5.6,40.0,51.2,5.4,5.6,11.8,12.2,45.6 (±5.6),5.4 (±5.6),11.8% (±12.2%)
585,Total,Total,Kyustendil,40,2020,25,44.0,62.0,40.0,38.0,48.0,46.4,8.5,1.96,7.5,38.9,53.9,-6.4,7.5,-13.8,12.0,46.4 (±7.5),-6.4 (±7.5),-13.8% (±12.0%)
586,Total,Total,Yuzhen tsentralen,400,2020,25,400.0,413.0,382.0,372.0,386.0,390.6,14.4,1.96,12.6,378.0,403.20000000000005,9.4,12.6,2.4,3.2,390.6 (±12.6),9.4 (±12.6),2.4% (±3.2%)
587,Total,Total,Plovdiv,170,2020,25,197.0,197.0,155.0,168.0,177.0,178.8,16.4,1.96,14.4,164.4,193.20000000000002,-8.8,14.4,-4.9,7.1,178.8 (±14.4),-8.8 (±14.4),-4.9% (±7.1%)
588,Total,Total,Haskovo,77,2020,25,71.0,70.0,73.0,72.0,69.0,71.0,1.4,1.96,1.2,69.8,72.2,6.0,1.2,8.5,1.9,71.0 (±1.2),6.0 (±1.2),8.5% (±1.9%)
589,Total,Total,Pazardzhik,84,2020,25,69.0,75.0,87.0,64.0,73.0,73.6,7.7,1.96,6.7,66.89999999999999,80.3,10.4,6.7,14.1,9.5,73.6 (±6.7),10.4 (±6.7),14.1% (±9.5%)
590,Total,Total,Smolyan,31,2020,25,31.0,33.0,39.0,32.0,32.0,33.4,2.9,1.96,2.5,30.9,35.9,-2.4,2.5,-7.2,6.4,33.4 (±2.5),-2.4 (±2.5),-7.2% (±6.4%)
591,Total,Total,Kardzhali,38,2020,25,32.0,38.0,28.0,36.0,35.0,33.8,3.5,1.96,3.1,30.699999999999996,36.9,4.2,3.1,12.4,9.4,33.8 (±3.1),4.2 (±3.1),12.4% (±9.4%)
592,Total,Total,Bulgaria,1905,2020,26,1838.0,1959.0,2294.0,1795.0,1910.0,1959.2,176.7,1.96,154.9,1804.3,2114.1,-54.2,154.9,-2.8,7.1,1959.2 (±154.9),-54.2 (±154.9),-2.8% (±7.1%)
593,Total,Total,Severna i yugoiztochna Bulgaria,1041,2020,26,999.0,1029.0,1241.0,955.0,982.0,1041.2,102.7,1.96,90.0,951.2,1131.2,-0.2,90.0,-0.0,8.0,1041.2 (±90.0),-0.2 (±90.0),-0.0% (±8.0%)
594,Total,Total,Severozapaden,260,2020,26,253.0,269.0,342.0,245.0,240.0,269.8,37.4,1.96,32.8,237.0,302.6,-9.8,32.8,-3.6,10.5,269.8 (±32.8),-9.8 (±32.8),-3.6% (±10.5%)
595,Total,Total,Vidin,29,2020,26,32.0,39.0,35.0,31.0,40.0,35.4,3.6,1.96,3.2,32.199999999999996,38.6,-6.4,3.2,-18.1,6.8,35.4 (±3.2),-6.4 (±3.2),-18.1% (±6.8%)
596,Total,Total,Montana,51,2020,26,51.0,55.0,63.0,50.0,42.0,52.2,6.9,1.96,6.0,46.2,58.2,-1.2,6.0,-2.3,10.1,52.2 (±6.0),-1.2 (±6.0),-2.3% (±10.1%)
597,Total,Total,Vratsa,61,2020,26,46.0,45.0,85.0,60.0,38.0,54.8,16.7,1.96,14.6,40.199999999999996,69.39999999999999,6.2,14.6,11.3,23.4,54.8 (±14.6),6.2 (±14.6),11.3% (±23.4%)
598,Total,Total,Pleven,77,2020,26,78.0,85.0,105.0,60.0,86.0,82.8,14.5,1.96,12.7,70.1,95.5,-5.8,12.7,-7.0,12.4,82.8 (±12.7),-5.8 (±12.7),-7.0% (±12.4%)
599,Total,Total,Lovech,42,2020,26,46.0,45.0,54.0,44.0,34.0,44.6,6.4,1.96,5.6,39.0,50.2,-2.6,5.6,-5.8,10.5,44.6 (±5.6),-2.6 (±5.6),-5.8% (±10.5%)
600,Total,Total,Severen tsentralen,245,2020,26,240.0,238.0,279.0,220.0,221.0,239.6,21.4,1.96,18.8,220.79999999999998,258.4,5.4,18.8,2.3,7.5,239.6 (±18.8),5.4 (±18.8),2.3% (±7.5%)
601,Total,Total,Veliko Tarnovo,72,2020,26,59.0,70.0,84.0,59.0,66.0,67.6,9.2,1.96,8.1,59.49999999999999,75.69999999999999,4.4,8.1,6.5,11.4,67.6 (±8.1),4.4 (±8.1),6.5% (±11.4%)
602,Total,Total,Gabrovo,38,2020,26,42.0,27.0,34.0,40.0,30.0,34.6,5.7,1.96,5.0,29.6,39.6,3.4,5.0,9.8,13.8,34.6 (±5.0),3.4 (±5.0),9.8% (±13.8%)
603,Total,Total,Ruse,65,2020,26,72.0,72.0,87.0,55.0,62.0,69.6,10.8,1.96,9.5,60.099999999999994,79.1,-4.6,9.5,-6.6,11.2,69.6 (±9.5),-4.6 (±9.5),-6.6% (±11.2%)
604,Total,Total,Razgrad,34,2020,26,37.0,28.0,38.0,40.0,33.0,35.2,4.3,1.96,3.8,31.400000000000002,39.0,-1.2,3.8,-3.4,9.4,35.2 (±3.8),-1.2 (±3.8),-3.4% (±9.4%)
605,Total,Total,Silistra,36,2020,26,30.0,41.0,36.0,26.0,30.0,32.6,5.3,1.96,4.6,28.0,37.2,3.4,4.6,10.4,13.6,32.6 (±4.6),3.4 (±4.6),10.4% (±13.6%)
606,Total,Total,Severoiztochen,233,2020,26,223.0,252.0,291.0,220.0,226.0,242.4,26.8,1.96,23.5,218.9,265.9,-9.4,23.5,-3.9,8.5,242.4 (±23.5),-9.4 (±23.5),-3.9% (±8.5%)
607,Total,Total,Varna,103,2020,26,92.0,126.0,131.0,94.0,104.0,109.4,16.2,1.96,14.2,95.2,123.60000000000001,-6.4,14.2,-5.9,10.8,109.4 (±14.2),-6.4 (±14.2),-5.9% (±10.8%)
608,Total,Total,Dobrich,48,2020,26,47.0,47.0,56.0,55.0,42.0,49.4,5.3,1.96,4.6,44.8,54.0,-1.4,4.6,-2.8,8.3,49.4 (±4.6),-1.4 (±4.6),-2.8% (±8.3%)
609,Total,Total,Shumen,59,2020,26,45.0,45.0,64.0,47.0,46.0,49.4,7.3,1.96,6.4,43.0,55.8,9.6,6.4,19.4,13.7,49.4 (±6.4),9.6 (±6.4),19.4% (±13.7%)
610,Total,Total,Targovishte,23,2020,26,39.0,34.0,40.0,24.0,34.0,34.2,5.7,1.96,5.0,29.200000000000003,39.2,-11.2,5.0,-32.7,8.6,34.2 (±5.0),-11.2 (±5.0),-32.7% (±8.6%)
611,Total,Total,Yugoiztochen,303,2020,26,283.0,270.0,329.0,270.0,295.0,289.4,21.9,1.96,19.2,270.2,308.59999999999997,13.6,19.2,4.7,6.5,289.4 (±19.2),13.6 (±19.2),4.7% (±6.5%)
612,Total,Total,Burgas,100,2020,26,108.0,100.0,114.0,96.0,120.0,107.6,8.8,1.96,7.7,99.89999999999999,115.3,-7.6,7.7,-7.1,6.2,107.6 (±7.7),-7.6 (±7.7),-7.1% (±6.2%)
613,Total,Total,Sliven,59,2020,26,46.0,52.0,63.0,56.0,45.0,52.4,6.7,1.96,5.9,46.5,58.3,6.6,5.9,12.6,11.4,52.4 (±5.9),6.6 (±5.9),12.6% (±11.4%)
614,Total,Total,Yambol,32,2020,26,37.0,33.0,42.0,38.0,38.0,37.6,2.9,1.96,2.5,35.1,40.1,-5.6,2.5,-14.9,5.3,37.6 (±2.5),-5.6 (±2.5),-14.9% (±5.3%)
615,Total,Total,Stara Zagora,112,2020,26,92.0,85.0,110.0,80.0,92.0,91.8,10.2,1.96,8.9,82.89999999999999,100.7,20.2,8.9,22.0,10.8,91.8 (±8.9),20.2 (±8.9),22.0% (±10.8%)
616,Total,Total,Yugozapadna i yuzhna tsentralna Bulgaria,864,2020,26,839.0,930.0,1053.0,840.0,928.0,918.0,78.5,1.96,68.8,849.2,986.8,-54.0,68.8,-5.9,6.5,918.0 (±68.8),-54.0 (±68.8),-5.9% (±6.5%)
617,Total,Total,Yugozapaden,494,2020,26,487.0,550.0,603.0,522.0,523.0,537.0,38.6,1.96,33.8,503.2,570.8,-43.0,33.8,-8.0,5.5,537.0 (±33.8),-43.0 (±33.8),-8.0% (±5.5%)
618,Total,Total,Sofia (stolitsa),271,2020,26,266.0,306.0,326.0,281.0,297.0,295.2,20.6,1.96,18.1,277.09999999999997,313.3,-24.2,18.1,-8.2,5.3,295.2 (±18.1),-24.2 (±18.1),-8.2% (±5.3%)
619,Total,Total,Sofia,61,2020,26,71.0,67.0,92.0,86.0,82.0,79.6,9.3,1.96,8.2,71.39999999999999,87.8,-18.6,8.2,-23.4,7.1,79.6 (±8.2),-18.6 (±8.2),-23.4% (±7.1%)
620,Total,Total,Blagoevgrad,81,2020,26,61.0,78.0,76.0,77.0,60.0,70.4,8.1,1.96,7.1,63.300000000000004,77.5,10.6,7.1,15.1,10.6,70.4 (±7.1),10.6 (±7.1),15.1% (±10.6%)
621,Total,Total,Pernik,37,2020,26,42.0,47.0,51.0,42.0,35.0,43.4,5.4,1.96,4.7,38.699999999999996,48.1,-6.4,4.7,-14.7,8.4,43.4 (±4.7),-6.4 (±4.7),-14.7% (±8.4%)
622,Total,Total,Kyustendil,44,2020,26,47.0,52.0,58.0,36.0,49.0,48.4,7.2,1.96,6.3,42.1,54.699999999999996,-4.4,6.3,-9.1,10.5,48.4 (±6.3),-4.4 (±6.3),-9.1% (±10.5%)
623,Total,Total,Yuzhen tsentralen,370,2020,26,352.0,380.0,450.0,318.0,405.0,381.0,45.1,1.96,39.5,341.5,420.5,-11.0,39.5,-2.9,9.1,381.0 (±39.5),-11.0 (±39.5),-2.9% (±9.1%)
624,Total,Total,Plovdiv,175,2020,26,165.0,179.0,220.0,156.0,189.0,181.8,22.2,1.96,19.5,162.3,201.3,-6.8,19.5,-3.7,9.4,181.8 (±19.5),-6.8 (±19.5),-3.7% (±9.4%)
625,Total,Total,Haskovo,66,2020,26,72.0,82.0,83.0,51.0,81.0,73.8,12.1,1.96,10.6,63.199999999999996,84.39999999999999,-7.8,10.6,-10.6,11.2,73.8 (±10.6),-7.8 (±10.6),-10.6% (±11.2%)
626,Total,Total,Pazardzhik,74,2020,26,65.0,65.0,77.0,50.0,70.0,65.4,8.9,1.96,7.8,57.60000000000001,73.2,8.6,7.8,13.1,12.0,65.4 (±7.8),8.6 (±7.8),13.1% (±12.0%)
