Age,Sex,Location,Mortality,Year,Week,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc
(45-49),Female,Pazardzhik,0,2020,10,3.0,2.0,6.0,4.0,3.0,3.6,1.4,1.96,1.2,2.4000000000000004,4.8,-3.6,1.2
(50-54),Female,Pazardzhik,1,2020,10,3.0,2.0,6.0,4.0,3.0,3.6,1.4,1.96,1.2,2.4000000000000004,4.8,-2.6,1.2
(55-59),Female,Pazardzhik,0,2020,10,3.0,2.0,6.0,4.0,3.0,3.6,1.4,1.96,1.2,2.4000000000000004,4.8,-3.6,1.2
(60-64),Female,Pazardzhik,2,2020,10,3.0,2.0,6.0,4.0,3.0,3.6,1.4,1.96,1.2,2.4000000000000004,4.8,-1.6,1.2
(40-44),Female,Smolyan,0,2020,10,2.0,3.0,2.0,0.0,0.0,1.4,1.2,1.96,1.1,0.2999999999999998,2.5,-1.4,1.1
(45-49),Female,Smolyan,0,2020,10,2.0,3.0,2.0,0.0,0.0,1.4,1.2,1.96,1.1,0.2999999999999998,2.5,-1.4,1.1
(50-54),Female,Smolyan,0,2020,10,2.0,3.0,2.0,0.0,0.0,1.4,1.2,1.96,1.1,0.2999999999999998,2.5,-1.4,1.1
(55-59),Female,Smolyan,0,2020,10,2.0,3.0,2.0,0.0,0.0,1.4,1.2,1.96,1.1,0.2999999999999998,2.5,-1.4,1.1
(60-64),Female,Smolyan,0,2020,10,2.0,3.0,2.0,0.0,0.0,1.4,1.2,1.96,1.1,0.2999999999999998,2.5,-1.4,1.1
(40-44),Female,Kardzhali,1,2020,10,5.0,3.0,1.0,3.0,2.0,2.8,1.3,1.96,1.1,1.6999999999999997,3.9,-1.8,1.1
(45-49),Female,Kardzhali,0,2020,10,5.0,3.0,1.0,3.0,2.0,2.8,1.3,1.96,1.1,1.6999999999999997,3.9,-2.8,1.1
(50-54),Female,Kardzhali,0,2020,10,5.0,3.0,1.0,3.0,2.0,2.8,1.3,1.96,1.1,1.6999999999999997,3.9,-2.8,1.1
(55-59),Female,Kardzhali,0,2020,10,5.0,3.0,1.0,3.0,2.0,2.8,1.3,1.96,1.1,1.6999999999999997,3.9,-2.8,1.1
(60-64),Female,Kardzhali,0,2020,10,5.0,3.0,1.0,3.0,2.0,2.8,1.3,1.96,1.1,1.6999999999999997,3.9,-2.8,1.1
(40-44),Male,Bulgaria,12,2020,10,302.0,275.0,269.0,307.0,290.0,288.6,14.8,1.96,13.0,275.6,301.6,-276.6,13.0
(45-49),Male,Bulgaria,27,2020,10,302.0,275.0,269.0,307.0,290.0,288.6,14.8,1.96,13.0,275.6,301.6,-261.6,13.0
(50-54),Male,Bulgaria,47,2020,10,302.0,275.0,269.0,307.0,290.0,288.6,14.8,1.96,13.0,275.6,301.6,-241.6,13.0
(55-59),Male,Bulgaria,68,2020,10,302.0,275.0,269.0,307.0,290.0,288.6,14.8,1.96,13.0,275.6,301.6,-220.6,13.0
(60-64),Male,Bulgaria,87,2020,10,302.0,275.0,269.0,307.0,290.0,288.6,14.8,1.96,13.0,275.6,301.6,-201.6,13.0
(40-44),Male,Severna i yugoiztochna Bulgaria,3,2020,10,171.0,157.0,153.0,170.0,166.0,163.4,7.2,1.96,6.3,157.1,169.70000000000002,-160.4,6.3
(45-49),Male,Severna i yugoiztochna Bulgaria,16,2020,10,171.0,157.0,153.0,170.0,166.0,163.4,7.2,1.96,6.3,157.1,169.70000000000002,-147.4,6.3
(50-54),Male,Severna i yugoiztochna Bulgaria,28,2020,10,171.0,157.0,153.0,170.0,166.0,163.4,7.2,1.96,6.3,157.1,169.70000000000002,-135.4,6.3
(55-59),Male,Severna i yugoiztochna Bulgaria,40,2020,10,171.0,157.0,153.0,170.0,166.0,163.4,7.2,1.96,6.3,157.1,169.70000000000002,-123.4,6.3
(60-64),Male,Severna i yugoiztochna Bulgaria,49,2020,10,171.0,157.0,153.0,170.0,166.0,163.4,7.2,1.96,6.3,157.1,169.70000000000002,-114.4,6.3
(40-44),Male,Severozapaden,1,2020,10,49.0,31.0,32.0,33.0,44.0,37.8,7.3,1.96,6.4,31.4,44.199999999999996,-36.8,6.4
(45-49),Male,Severozapaden,2,2020,10,49.0,31.0,32.0,33.0,44.0,37.8,7.3,1.96,6.4,31.4,44.199999999999996,-35.8,6.4
(50-54),Male,Severozapaden,7,2020,10,49.0,31.0,32.0,33.0,44.0,37.8,7.3,1.96,6.4,31.4,44.199999999999996,-30.8,6.4
(55-59),Male,Severozapaden,10,2020,10,49.0,31.0,32.0,33.0,44.0,37.8,7.3,1.96,6.4,31.4,44.199999999999996,-27.8,6.4
(60-64),Male,Severozapaden,7,2020,10,49.0,31.0,32.0,33.0,44.0,37.8,7.3,1.96,6.4,31.4,44.199999999999996,-30.8,6.4
(40-44),Male,Vidin,0,2020,10,7.0,4.0,5.0,3.0,3.0,4.4,1.5,1.96,1.3,3.1000000000000005,5.7,-4.4,1.3
(45-49),Male,Vidin,0,2020,10,7.0,4.0,5.0,3.0,3.0,4.4,1.5,1.96,1.3,3.1000000000000005,5.7,-4.4,1.3
(50-54),Male,Vidin,3,2020,10,7.0,4.0,5.0,3.0,3.0,4.4,1.5,1.96,1.3,3.1000000000000005,5.7,-1.4,1.3
(55-59),Male,Vidin,0,2020,10,7.0,4.0,5.0,3.0,3.0,4.4,1.5,1.96,1.3,3.1000000000000005,5.7,-4.4,1.3
(60-64),Male,Vidin,0,2020,10,7.0,4.0,5.0,3.0,3.0,4.4,1.5,1.96,1.3,3.1000000000000005,5.7,-4.4,1.3
(40-44),Male,Montana,0,2020,10,9.0,10.0,4.0,8.0,10.0,8.2,2.2,1.96,1.9,6.299999999999999,10.1,-8.2,1.9
(45-49),Male,Montana,0,2020,10,9.0,10.0,4.0,8.0,10.0,8.2,2.2,1.96,1.9,6.299999999999999,10.1,-8.2,1.9
(50-54),Male,Montana,2,2020,10,9.0,10.0,4.0,8.0,10.0,8.2,2.2,1.96,1.9,6.299999999999999,10.1,-6.2,1.9
(55-59),Male,Montana,5,2020,10,9.0,10.0,4.0,8.0,10.0,8.2,2.2,1.96,1.9,6.299999999999999,10.1,-3.2,1.9
(60-64),Male,Montana,1,2020,10,9.0,10.0,4.0,8.0,10.0,8.2,2.2,1.96,1.9,6.299999999999999,10.1,-7.2,1.9
(40-44),Male,Vratsa,0,2020,10,13.0,6.0,10.0,9.0,11.0,9.8,2.3,1.96,2.0,7.800000000000001,11.8,-9.8,2.0
(45-49),Male,Vratsa,1,2020,10,13.0,6.0,10.0,9.0,11.0,9.8,2.3,1.96,2.0,7.800000000000001,11.8,-8.8,2.0
(50-54),Male,Vratsa,1,2020,10,13.0,6.0,10.0,9.0,11.0,9.8,2.3,1.96,2.0,7.800000000000001,11.8,-8.8,2.0
(55-59),Male,Vratsa,1,2020,10,13.0,6.0,10.0,9.0,11.0,9.8,2.3,1.96,2.0,7.800000000000001,11.8,-8.8,2.0
(60-64),Male,Vratsa,3,2020,10,13.0,6.0,10.0,9.0,11.0,9.8,2.3,1.96,2.0,7.800000000000001,11.8,-6.8,2.0
(40-44),Male,Pleven,1,2020,10,15.0,5.0,7.0,9.0,16.0,10.4,4.4,1.96,3.9,6.5,14.3,-9.4,3.9
(45-49),Male,Pleven,1,2020,10,15.0,5.0,7.0,9.0,16.0,10.4,4.4,1.96,3.9,6.5,14.3,-9.4,3.9
(50-54),Male,Pleven,0,2020,10,15.0,5.0,7.0,9.0,16.0,10.4,4.4,1.96,3.9,6.5,14.3,-10.4,3.9
(55-59),Male,Pleven,2,2020,10,15.0,5.0,7.0,9.0,16.0,10.4,4.4,1.96,3.9,6.5,14.3,-8.4,3.9
(60-64),Male,Pleven,2,2020,10,15.0,5.0,7.0,9.0,16.0,10.4,4.4,1.96,3.9,6.5,14.3,-8.4,3.9
(40-44),Male,Lovech,0,2020,10,5.0,6.0,6.0,4.0,4.0,5.0,0.9,1.96,0.8,4.2,5.8,-5.0,0.8
(45-49),Male,Lovech,0,2020,10,5.0,6.0,6.0,4.0,4.0,5.0,0.9,1.96,0.8,4.2,5.8,-5.0,0.8
(50-54),Male,Lovech,1,2020,10,5.0,6.0,6.0,4.0,4.0,5.0,0.9,1.96,0.8,4.2,5.8,-4.0,0.8
(55-59),Male,Lovech,2,2020,10,5.0,6.0,6.0,4.0,4.0,5.0,0.9,1.96,0.8,4.2,5.8,-3.0,0.8
(60-64),Male,Lovech,1,2020,10,5.0,6.0,6.0,4.0,4.0,5.0,0.9,1.96,0.8,4.2,5.8,-4.0,0.8
(40-44),Male,Severen tsentralen,0,2020,10,41.0,33.0,32.0,38.0,38.0,36.4,3.4,1.96,3.0,33.4,39.4,-36.4,3.0
(45-49),Male,Severen tsentralen,8,2020,10,41.0,33.0,32.0,38.0,38.0,36.4,3.4,1.96,3.0,33.4,39.4,-28.4,3.0
(50-54),Male,Severen tsentralen,8,2020,10,41.0,33.0,32.0,38.0,38.0,36.4,3.4,1.96,3.0,33.4,39.4,-28.4,3.0
(55-59),Male,Severen tsentralen,12,2020,10,41.0,33.0,32.0,38.0,38.0,36.4,3.4,1.96,3.0,33.4,39.4,-24.4,3.0
(60-64),Male,Severen tsentralen,13,2020,10,41.0,33.0,32.0,38.0,38.0,36.4,3.4,1.96,3.0,33.4,39.4,-23.4,3.0
(40-44),Male,Veliko Tarnovo,0,2020,10,7.0,8.0,9.0,9.0,11.0,8.8,1.3,1.96,1.1,7.700000000000001,9.9,-8.8,1.1
(45-49),Male,Veliko Tarnovo,0,2020,10,7.0,8.0,9.0,9.0,11.0,8.8,1.3,1.96,1.1,7.700000000000001,9.9,-8.8,1.1
(50-54),Male,Veliko Tarnovo,4,2020,10,7.0,8.0,9.0,9.0,11.0,8.8,1.3,1.96,1.1,7.700000000000001,9.9,-4.8,1.1
(55-59),Male,Veliko Tarnovo,2,2020,10,7.0,8.0,9.0,9.0,11.0,8.8,1.3,1.96,1.1,7.700000000000001,9.9,-6.8,1.1
(60-64),Male,Veliko Tarnovo,4,2020,10,7.0,8.0,9.0,9.0,11.0,8.8,1.3,1.96,1.1,7.700000000000001,9.9,-4.8,1.1
(40-44),Male,Gabrovo,0,2020,10,7.0,0.0,5.0,6.0,6.0,4.8,2.5,1.96,2.2,2.5999999999999996,7.0,-4.8,2.2
(45-49),Male,Gabrovo,0,2020,10,7.0,0.0,5.0,6.0,6.0,4.8,2.5,1.96,2.2,2.5999999999999996,7.0,-4.8,2.2
(50-54),Male,Gabrovo,0,2020,10,7.0,0.0,5.0,6.0,6.0,4.8,2.5,1.96,2.2,2.5999999999999996,7.0,-4.8,2.2
(55-59),Male,Gabrovo,2,2020,10,7.0,0.0,5.0,6.0,6.0,4.8,2.5,1.96,2.2,2.5999999999999996,7.0,-2.8,2.2
(60-64),Male,Gabrovo,2,2020,10,7.0,0.0,5.0,6.0,6.0,4.8,2.5,1.96,2.2,2.5999999999999996,7.0,-2.8,2.2
(40-44),Male,Ruse,0,2020,10,6.0,11.0,8.0,16.0,9.0,10.0,3.4,1.96,3.0,7.0,13.0,-10.0,3.0
(45-49),Male,Ruse,7,2020,10,6.0,11.0,8.0,16.0,9.0,10.0,3.4,1.96,3.0,7.0,13.0,-3.0,3.0
(50-54),Male,Ruse,0,2020,10,6.0,11.0,8.0,16.0,9.0,10.0,3.4,1.96,3.0,7.0,13.0,-10.0,3.0
(55-59),Male,Ruse,5,2020,10,6.0,11.0,8.0,16.0,9.0,10.0,3.4,1.96,3.0,7.0,13.0,-5.0,3.0
(60-64),Male,Ruse,2,2020,10,6.0,11.0,8.0,16.0,9.0,10.0,3.4,1.96,3.0,7.0,13.0,-8.0,3.0
(40-44),Male,Razgrad,0,2020,10,9.0,9.0,5.0,5.0,6.0,6.8,1.8,1.96,1.6,5.199999999999999,8.4,-6.8,1.6
(45-49),Male,Razgrad,1,2020,10,9.0,9.0,5.0,5.0,6.0,6.8,1.8,1.96,1.6,5.199999999999999,8.4,-5.8,1.6
(50-54),Male,Razgrad,2,2020,10,9.0,9.0,5.0,5.0,6.0,6.8,1.8,1.96,1.6,5.199999999999999,8.4,-4.8,1.6
(55-59),Male,Razgrad,2,2020,10,9.0,9.0,5.0,5.0,6.0,6.8,1.8,1.96,1.6,5.199999999999999,8.4,-4.8,1.6
(60-64),Male,Razgrad,2,2020,10,9.0,9.0,5.0,5.0,6.0,6.8,1.8,1.96,1.6,5.199999999999999,8.4,-4.8,1.6
(40-44),Male,Silistra,0,2020,10,12.0,5.0,5.0,2.0,6.0,6.0,3.3,1.96,2.9,3.1,8.9,-6.0,2.9
(45-49),Male,Silistra,0,2020,10,12.0,5.0,5.0,2.0,6.0,6.0,3.3,1.96,2.9,3.1,8.9,-6.0,2.9
(50-54),Male,Silistra,2,2020,10,12.0,5.0,5.0,2.0,6.0,6.0,3.3,1.96,2.9,3.1,8.9,-4.0,2.9
(55-59),Male,Silistra,1,2020,10,12.0,5.0,5.0,2.0,6.0,6.0,3.3,1.96,2.9,3.1,8.9,-5.0,2.9
(60-64),Male,Silistra,3,2020,10,12.0,5.0,5.0,2.0,6.0,6.0,3.3,1.96,2.9,3.1,8.9,-3.0,2.9
(40-44),Male,Severoiztochen,2,2020,10,43.0,43.0,49.0,43.0,50.0,45.6,3.2,1.96,2.8,42.800000000000004,48.4,-43.6,2.8
(45-49),Male,Severoiztochen,2,2020,10,43.0,43.0,49.0,43.0,50.0,45.6,3.2,1.96,2.8,42.800000000000004,48.4,-43.6,2.8
(50-54),Male,Severoiztochen,5,2020,10,43.0,43.0,49.0,43.0,50.0,45.6,3.2,1.96,2.8,42.800000000000004,48.4,-40.6,2.8
(55-59),Male,Severoiztochen,8,2020,10,43.0,43.0,49.0,43.0,50.0,45.6,3.2,1.96,2.8,42.800000000000004,48.4,-37.6,2.8
(60-64),Male,Severoiztochen,14,2020,10,43.0,43.0,49.0,43.0,50.0,45.6,3.2,1.96,2.8,42.800000000000004,48.4,-31.6,2.8
(40-44),Male,Varna,2,2020,10,23.0,19.0,21.0,14.0,21.0,19.6,3.1,1.96,2.7,16.900000000000002,22.3,-17.6,2.7
(45-49),Male,Varna,1,2020,10,23.0,19.0,21.0,14.0,21.0,19.6,3.1,1.96,2.7,16.900000000000002,22.3,-18.6,2.7
(50-54),Male,Varna,3,2020,10,23.0,19.0,21.0,14.0,21.0,19.6,3.1,1.96,2.7,16.900000000000002,22.3,-16.6,2.7
(55-59),Male,Varna,3,2020,10,23.0,19.0,21.0,14.0,21.0,19.6,3.1,1.96,2.7,16.900000000000002,22.3,-16.6,2.7
(60-64),Male,Varna,6,2020,10,23.0,19.0,21.0,14.0,21.0,19.6,3.1,1.96,2.7,16.900000000000002,22.3,-13.6,2.7
(40-44),Male,Dobrich,0,2020,10,9.0,8.0,11.0,9.0,8.0,9.0,1.1,1.96,1.0,8.0,10.0,-9.0,1.0
(45-49),Male,Dobrich,1,2020,10,9.0,8.0,11.0,9.0,8.0,9.0,1.1,1.96,1.0,8.0,10.0,-8.0,1.0
(50-54),Male,Dobrich,2,2020,10,9.0,8.0,11.0,9.0,8.0,9.0,1.1,1.96,1.0,8.0,10.0,-7.0,1.0
(55-59),Male,Dobrich,2,2020,10,9.0,8.0,11.0,9.0,8.0,9.0,1.1,1.96,1.0,8.0,10.0,-7.0,1.0
(60-64),Male,Dobrich,1,2020,10,9.0,8.0,11.0,9.0,8.0,9.0,1.1,1.96,1.0,8.0,10.0,-8.0,1.0
(40-44),Male,Shumen,0,2020,10,5.0,11.0,8.0,10.0,10.0,8.8,2.1,1.96,1.8,7.000000000000001,10.600000000000001,-8.8,1.8
(45-49),Male,Shumen,0,2020,10,5.0,11.0,8.0,10.0,10.0,8.8,2.1,1.96,1.8,7.000000000000001,10.600000000000001,-8.8,1.8
(50-54),Male,Shumen,0,2020,10,5.0,11.0,8.0,10.0,10.0,8.8,2.1,1.96,1.8,7.000000000000001,10.600000000000001,-8.8,1.8
(55-59),Male,Shumen,2,2020,10,5.0,11.0,8.0,10.0,10.0,8.8,2.1,1.96,1.8,7.000000000000001,10.600000000000001,-6.8,1.8
(60-64),Male,Shumen,4,2020,10,5.0,11.0,8.0,10.0,10.0,8.8,2.1,1.96,1.8,7.000000000000001,10.600000000000001,-4.8,1.8
(40-44),Male,Targovishte,0,2020,10,6.0,5.0,9.0,10.0,11.0,8.2,2.3,1.96,2.0,6.199999999999999,10.2,-8.2,2.0
(45-49),Male,Targovishte,0,2020,10,6.0,5.0,9.0,10.0,11.0,8.2,2.3,1.96,2.0,6.199999999999999,10.2,-8.2,2.0
(50-54),Male,Targovishte,0,2020,10,6.0,5.0,9.0,10.0,11.0,8.2,2.3,1.96,2.0,6.199999999999999,10.2,-8.2,2.0
(55-59),Male,Targovishte,1,2020,10,6.0,5.0,9.0,10.0,11.0,8.2,2.3,1.96,2.0,6.199999999999999,10.2,-7.2,2.0
(60-64),Male,Targovishte,3,2020,10,6.0,5.0,9.0,10.0,11.0,8.2,2.3,1.96,2.0,6.199999999999999,10.2,-5.2,2.0
(40-44),Male,Yugoiztochen,0,2020,10,38.0,50.0,40.0,56.0,34.0,43.6,8.1,1.96,7.1,36.5,50.7,-43.6,7.1
(45-49),Male,Yugoiztochen,4,2020,10,38.0,50.0,40.0,56.0,34.0,43.6,8.1,1.96,7.1,36.5,50.7,-39.6,7.1
(50-54),Male,Yugoiztochen,8,2020,10,38.0,50.0,40.0,56.0,34.0,43.6,8.1,1.96,7.1,36.5,50.7,-35.6,7.1
(55-59),Male,Yugoiztochen,10,2020,10,38.0,50.0,40.0,56.0,34.0,43.6,8.1,1.96,7.1,36.5,50.7,-33.6,7.1
(60-64),Male,Yugoiztochen,15,2020,10,38.0,50.0,40.0,56.0,34.0,43.6,8.1,1.96,7.1,36.5,50.7,-28.6,7.1
(40-44),Male,Burgas,0,2020,10,13.0,23.0,17.0,19.0,10.0,16.4,4.5,1.96,3.9,12.499999999999998,20.299999999999997,-16.4,3.9
(45-49),Male,Burgas,2,2020,10,13.0,23.0,17.0,19.0,10.0,16.4,4.5,1.96,3.9,12.499999999999998,20.299999999999997,-14.4,3.9
(50-54),Male,Burgas,5,2020,10,13.0,23.0,17.0,19.0,10.0,16.4,4.5,1.96,3.9,12.499999999999998,20.299999999999997,-11.4,3.9
(55-59),Male,Burgas,4,2020,10,13.0,23.0,17.0,19.0,10.0,16.4,4.5,1.96,3.9,12.499999999999998,20.299999999999997,-12.4,3.9
(60-64),Male,Burgas,6,2020,10,13.0,23.0,17.0,19.0,10.0,16.4,4.5,1.96,3.9,12.499999999999998,20.299999999999997,-10.4,3.9
(40-44),Male,Sliven,0,2020,10,3.0,10.0,10.0,10.0,7.0,8.0,2.8,1.96,2.5,5.5,10.5,-8.0,2.5
(45-49),Male,Sliven,2,2020,10,3.0,10.0,10.0,10.0,7.0,8.0,2.8,1.96,2.5,5.5,10.5,-6.0,2.5
(50-54),Male,Sliven,0,2020,10,3.0,10.0,10.0,10.0,7.0,8.0,2.8,1.96,2.5,5.5,10.5,-8.0,2.5
(55-59),Male,Sliven,1,2020,10,3.0,10.0,10.0,10.0,7.0,8.0,2.8,1.96,2.5,5.5,10.5,-7.0,2.5
(60-64),Male,Sliven,4,2020,10,3.0,10.0,10.0,10.0,7.0,8.0,2.8,1.96,2.5,5.5,10.5,-4.0,2.5
(40-44),Male,Yambol,0,2020,10,8.0,3.0,1.0,10.0,9.0,6.2,3.5,1.96,3.1,3.1,9.3,-6.2,3.1
(45-49),Male,Yambol,0,2020,10,8.0,3.0,1.0,10.0,9.0,6.2,3.5,1.96,3.1,3.1,9.3,-6.2,3.1
(50-54),Male,Yambol,0,2020,10,8.0,3.0,1.0,10.0,9.0,6.2,3.5,1.96,3.1,3.1,9.3,-6.2,3.1
(55-59),Male,Yambol,2,2020,10,8.0,3.0,1.0,10.0,9.0,6.2,3.5,1.96,3.1,3.1,9.3,-4.2,3.1
(60-64),Male,Yambol,2,2020,10,8.0,3.0,1.0,10.0,9.0,6.2,3.5,1.96,3.1,3.1,9.3,-4.2,3.1
(40-44),Male,Stara Zagora,0,2020,10,14.0,14.0,12.0,17.0,8.0,13.0,3.0,1.96,2.6,10.4,15.6,-13.0,2.6
(45-49),Male,Stara Zagora,0,2020,10,14.0,14.0,12.0,17.0,8.0,13.0,3.0,1.96,2.6,10.4,15.6,-13.0,2.6
(50-54),Male,Stara Zagora,3,2020,10,14.0,14.0,12.0,17.0,8.0,13.0,3.0,1.96,2.6,10.4,15.6,-10.0,2.6
(55-59),Male,Stara Zagora,3,2020,10,14.0,14.0,12.0,17.0,8.0,13.0,3.0,1.96,2.6,10.4,15.6,-10.0,2.6
(60-64),Male,Stara Zagora,3,2020,10,14.0,14.0,12.0,17.0,8.0,13.0,3.0,1.96,2.6,10.4,15.6,-10.0,2.6
(40-44),Male,Yugozapadna i yuzhna tsentralna Bulgaria,9,2020,10,131.0,118.0,116.0,137.0,124.0,125.2,7.9,1.96,6.9,118.3,132.1,-116.2,6.9
(45-49),Male,Yugozapadna i yuzhna tsentralna Bulgaria,11,2020,10,131.0,118.0,116.0,137.0,124.0,125.2,7.9,1.96,6.9,118.3,132.1,-114.2,6.9
(50-54),Male,Yugozapadna i yuzhna tsentralna Bulgaria,19,2020,10,131.0,118.0,116.0,137.0,124.0,125.2,7.9,1.96,6.9,118.3,132.1,-106.2,6.9
(55-59),Male,Yugozapadna i yuzhna tsentralna Bulgaria,28,2020,10,131.0,118.0,116.0,137.0,124.0,125.2,7.9,1.96,6.9,118.3,132.1,-97.2,6.9
(60-64),Male,Yugozapadna i yuzhna tsentralna Bulgaria,38,2020,10,131.0,118.0,116.0,137.0,124.0,125.2,7.9,1.96,6.9,118.3,132.1,-87.2,6.9
(40-44),Male,Yugozapaden,3,2020,10,61.0,57.0,66.0,75.0,72.0,66.2,6.7,1.96,5.9,60.300000000000004,72.10000000000001,-63.2,5.9
(45-49),Male,Yugozapaden,8,2020,10,61.0,57.0,66.0,75.0,72.0,66.2,6.7,1.96,5.9,60.300000000000004,72.10000000000001,-58.2,5.9
(50-54),Male,Yugozapaden,8,2020,10,61.0,57.0,66.0,75.0,72.0,66.2,6.7,1.96,5.9,60.300000000000004,72.10000000000001,-58.2,5.9
(55-59),Male,Yugozapaden,14,2020,10,61.0,57.0,66.0,75.0,72.0,66.2,6.7,1.96,5.9,60.300000000000004,72.10000000000001,-52.2,5.9
(60-64),Male,Yugozapaden,22,2020,10,61.0,57.0,66.0,75.0,72.0,66.2,6.7,1.96,5.9,60.300000000000004,72.10000000000001,-44.2,5.9
(40-44),Male,Sofia (stolitsa),2,2020,10,38.0,35.0,39.0,35.0,39.0,37.2,1.8,1.96,1.6,35.6,38.800000000000004,-35.2,1.6
(45-49),Male,Sofia (stolitsa),6,2020,10,38.0,35.0,39.0,35.0,39.0,37.2,1.8,1.96,1.6,35.6,38.800000000000004,-31.2,1.6
(50-54),Male,Sofia (stolitsa),1,2020,10,38.0,35.0,39.0,35.0,39.0,37.2,1.8,1.96,1.6,35.6,38.800000000000004,-36.2,1.6
(55-59),Male,Sofia (stolitsa),4,2020,10,38.0,35.0,39.0,35.0,39.0,37.2,1.8,1.96,1.6,35.6,38.800000000000004,-33.2,1.6
(60-64),Male,Sofia (stolitsa),9,2020,10,38.0,35.0,39.0,35.0,39.0,37.2,1.8,1.96,1.6,35.6,38.800000000000004,-28.2,1.6
(40-44),Male,Sofia,1,2020,10,4.0,4.0,6.0,11.0,11.0,7.2,3.2,1.96,2.8,4.4,10.0,-6.2,2.8
(45-49),Male,Sofia,0,2020,10,4.0,4.0,6.0,11.0,11.0,7.2,3.2,1.96,2.8,4.4,10.0,-7.2,2.8
(50-54),Male,Sofia,5,2020,10,4.0,4.0,6.0,11.0,11.0,7.2,3.2,1.96,2.8,4.4,10.0,-2.2,2.8
(55-59),Male,Sofia,1,2020,10,4.0,4.0,6.0,11.0,11.0,7.2,3.2,1.96,2.8,4.4,10.0,-6.2,2.8
(60-64),Male,Sofia,2,2020,10,4.0,4.0,6.0,11.0,11.0,7.2,3.2,1.96,2.8,4.4,10.0,-5.2,2.8
(40-44),Male,Blagoevgrad,0,2020,10,9.0,5.0,9.0,13.0,10.0,9.2,2.6,1.96,2.3,6.8999999999999995,11.5,-9.2,2.3
(45-49),Male,Blagoevgrad,2,2020,10,9.0,5.0,9.0,13.0,10.0,9.2,2.6,1.96,2.3,6.8999999999999995,11.5,-7.2,2.3
(50-54),Male,Blagoevgrad,1,2020,10,9.0,5.0,9.0,13.0,10.0,9.2,2.6,1.96,2.3,6.8999999999999995,11.5,-8.2,2.3
(55-59),Male,Blagoevgrad,4,2020,10,9.0,5.0,9.0,13.0,10.0,9.2,2.6,1.96,2.3,6.8999999999999995,11.5,-5.2,2.3
(60-64),Male,Blagoevgrad,4,2020,10,9.0,5.0,9.0,13.0,10.0,9.2,2.6,1.96,2.3,6.8999999999999995,11.5,-5.2,2.3
(40-44),Male,Pernik,0,2020,10,6.0,3.0,5.0,6.0,6.0,5.2,1.2,1.96,1.1,4.1,6.300000000000001,-5.2,1.1
(45-49),Male,Pernik,0,2020,10,6.0,3.0,5.0,6.0,6.0,5.2,1.2,1.96,1.1,4.1,6.300000000000001,-5.2,1.1
(50-54),Male,Pernik,0,2020,10,6.0,3.0,5.0,6.0,6.0,5.2,1.2,1.96,1.1,4.1,6.300000000000001,-5.2,1.1
(55-59),Male,Pernik,3,2020,10,6.0,3.0,5.0,6.0,6.0,5.2,1.2,1.96,1.1,4.1,6.300000000000001,-2.2,1.1
(60-64),Male,Pernik,5,2020,10,6.0,3.0,5.0,6.0,6.0,5.2,1.2,1.96,1.1,4.1,6.300000000000001,-0.2,1.1
(40-44),Male,Kyustendil,0,2020,10,4.0,10.0,7.0,10.0,6.0,7.4,2.3,1.96,2.0,5.4,9.4,-7.4,2.0
(45-49),Male,Kyustendil,0,2020,10,4.0,10.0,7.0,10.0,6.0,7.4,2.3,1.96,2.0,5.4,9.4,-7.4,2.0
(50-54),Male,Kyustendil,1,2020,10,4.0,10.0,7.0,10.0,6.0,7.4,2.3,1.96,2.0,5.4,9.4,-6.4,2.0
(55-59),Male,Kyustendil,2,2020,10,4.0,10.0,7.0,10.0,6.0,7.4,2.3,1.96,2.0,5.4,9.4,-5.4,2.0
(60-64),Male,Kyustendil,2,2020,10,4.0,10.0,7.0,10.0,6.0,7.4,2.3,1.96,2.0,5.4,9.4,-5.4,2.0
(40-44),Male,Yuzhen tsentralen,6,2020,10,70.0,61.0,50.0,62.0,52.0,59.0,7.3,1.96,6.4,52.6,65.4,-53.0,6.4
(45-49),Male,Yuzhen tsentralen,3,2020,10,70.0,61.0,50.0,62.0,52.0,59.0,7.3,1.96,6.4,52.6,65.4,-56.0,6.4
(50-54),Male,Yuzhen tsentralen,11,2020,10,70.0,61.0,50.0,62.0,52.0,59.0,7.3,1.96,6.4,52.6,65.4,-48.0,6.4
(55-59),Male,Yuzhen tsentralen,14,2020,10,70.0,61.0,50.0,62.0,52.0,59.0,7.3,1.96,6.4,52.6,65.4,-45.0,6.4
(60-64),Male,Yuzhen tsentralen,16,2020,10,70.0,61.0,50.0,62.0,52.0,59.0,7.3,1.96,6.4,52.6,65.4,-43.0,6.4
(40-44),Male,Plovdiv,0,2020,10,39.0,32.0,16.0,31.0,19.0,27.4,8.6,1.96,7.5,19.9,34.9,-27.4,7.5
(45-49),Male,Plovdiv,2,2020,10,39.0,32.0,16.0,31.0,19.0,27.4,8.6,1.96,7.5,19.9,34.9,-25.4,7.5
(50-54),Male,Plovdiv,6,2020,10,39.0,32.0,16.0,31.0,19.0,27.4,8.6,1.96,7.5,19.9,34.9,-21.4,7.5
